opportunity_id,sales_agent,manager,regional_office,product,series,sales_price,account,sector,year_established,account_revenue,employees,office_location,deal_stage,engage_date,close_date,sales_cycle_days,close_value,won_flag
5COSD90U,"Markita Hansen","Celia Rouche",West,"GTX Basic",GTX,550,Konex,technolgy,1980,7708.38,13756,"United States",Lost,2017-07-02,2017-07-09,7,0,0
PH5GSB37,"Boris Faz","Rocco Neubert",East,"GTX Pro",GTX,4821,"Massive Dynamic",entertainment,1989,665.06,1095,"United States",Won,2017-07-03,2017-08-26,54,5833,1
8APZZ20T,"Kami Bicknell","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Y-corporation,employment,1983,2871.35,9561,"United States",Lost,2017-07-03,2017-08-15,43,0,0
TJTOVN5K,"Kary Hendrixson","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Cheers,entertainment,1993,4269.9,6472,"United States",Won,2017-07-03,2017-07-12,9,935,1
WR45SVGN,"Versie Hillebrand","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Toughzap,retail,1995,332.43,799,"United States",Won,2017-07-03,2017-11-02,122,511,1
FVCL72VU,"Anna Snelling","Dustin Brinkmann",Central,"GTX Plus Pro",GTX,5482,Cancity,retail,2001,718.62,2448,"United States",Lost,2017-07-04,2017-07-14,10,0,0
707CQDQK,"Markita Hansen","Celia Rouche",West,"MG Special",MG,55,Groovestreet,retail,2003,223.8,299,"United States",Lost,2017-07-05,2017-08-23,49,0,0
DFG6OP8T,"Daniell Hammack","Rocco Neubert",East,"GTX Plus Pro",GTX,5482,"Massive Dynamic",entertainment,1989,665.06,1095,"United States",Lost,2017-07-06,2017-07-18,12,0,0
MON3JWUF,"Vicki Laflamme","Celia Rouche",West,"GTX Basic",GTX,550,Faxquote,telecommunications,1995,1825.82,5595,"United States",Won,2017-07-06,2017-07-13,7,583,1
6XH71PH8,"Donn Cantrell","Rocco Neubert",East,"GTX Plus Basic",GTX,1096,Yearin,retail,2005,2261.05,3851,"United States",Won,2017-07-08,2017-09-28,82,1136,1
YST07PM6,"Zane Levy","Summer Sewald",West,"GTX Plus Pro",GTX,5482,Doncon,technolgy,2010,587.72,1501,"United States",Lost,2017-07-08,2017-07-17,9,0,0
QAB3H9H5,"Gladys Colclough","Melvin Marxen",Central,"GTX Pro",GTX,4821,"Globex Corporation",technolgy,2000,1223.72,2497,Norway,Lost,2017-07-10,2017-07-11,1,0,0
Z9DK5289,"Kami Bicknell","Summer Sewald",West,"GTX Pro",GTX,4821,Golddex,finance,2008,52.5,165,"United States",Lost,2017-07-10,2017-07-12,2,0,0
0FGWN6O0,"Moses Frase","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Isdom,medical,2002,3178.24,4540,"United States",Won,2017-07-10,2017-07-19,9,588,1
OTNZ5ZCN,"Vicki Laflamme","Celia Rouche",West,"GTX Pro",GTX,4821,Singletechno,retail,1996,2214.94,5374,"United States",Won,2017-07-10,2017-09-06,58,5099,1
VV5LDD24,"Corliss Cosme","Cara Losch",East,"MG Advanced",MG,3393,Silis,medical,1994,2818.38,6290,"United States",Lost,2017-07-11,2017-07-13,2,0,0
DKUVKTIT,"Daniell Hammack","Rocco Neubert",East,"GTX Plus Pro",GTX,5482,Initech,telecommunications,1994,6395.05,20275,"United States",Won,2017-07-11,2017-07-19,8,4881,1
0PH153YF,"Gladys Colclough","Melvin Marxen",Central,"GTX Pro",GTX,4821,Condax,medical,2017,4.54,9,"United States",Lost,2017-07-12,2017-07-13,1,0,0
2X86737Q,"Cecily Lampkin","Dustin Brinkmann",Central,"GTX Plus Pro",GTX,5482,Inity,marketing,1986,2403.58,8801,"United States",Won,2017-07-14,2017-07-16,2,5537,1
UDFMSH1S,"Darcel Schlecht","Melvin Marxen",Central,"GTX Plus Pro",GTX,5482,Streethex,retail,1988,1376.8,1165,Belgium,Lost,2017-07-14,2017-07-25,11,0,0
7JBR36G8,"Lajuana Vencill","Dustin Brinkmann",Central,"GTX Basic",GTX,550,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Won,2017-07-14,2017-07-16,2,579,1
CLIIR1T0,"Zane Levy","Summer Sewald",West,"MG Special",MG,55,Finjob,employment,1988,2059.9,3644,"United States",Won,2017-07-14,2017-07-25,11,57,1
XORHQFNJ,"Cecily Lampkin","Dustin Brinkmann",Central,"MG Advanced",MG,3393,Funholding,finance,1991,2819.5,7227,"United States",Lost,2017-07-17,2017-08-05,19,0,0
8CV5MZWW,"Kami Bicknell","Summer Sewald",West,"GTX Basic",GTX,550,Nam-zim,services,1987,405.59,1179,Brazil,Lost,2017-07-17,2017-07-21,4,0,0
ZEWNPF3K,"Maureen Marcano","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Singletechno,retail,1996,2214.94,5374,"United States",Won,2017-07-17,2017-11-13,119,1075,1
9MZPL59I,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Streethex,retail,1988,1376.8,1165,Belgium,Lost,2017-07-17,2017-08-03,17,0,0
GOGIZWW6,"Gladys Colclough","Melvin Marxen",Central,"MG Advanced",MG,3393,Condax,medical,2017,4.54,9,"United States",Won,2017-07-18,2017-09-27,71,3139,1
ALMZ6ZUI,"Lajuana Vencill","Dustin Brinkmann",Central,"GTX Basic",GTX,550,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Won,2017-07-19,2017-07-29,10,537,1
4IVW7F68,"Corliss Cosme","Cara Losch",East,"GTX Pro",GTX,4821,Donquadtech,technolgy,1992,1712.68,3194,"United States",Lost,2017-07-20,2017-07-31,11,0,0
BG156UAV,"Moses Frase","Dustin Brinkmann",Central,"MG Advanced",MG,3393,Condax,medical,2017,4.54,9,"United States",Lost,2017-07-22,2017-07-23,1,0,0
4P12PLQA,"Kami Bicknell","Summer Sewald",West,"MG Special",MG,55,Doncon,technolgy,2010,587.72,1501,"United States",Won,2017-07-23,2017-07-28,5,58,1
J5DVK5F3,"Donn Cantrell","Rocco Neubert",East,"MG Advanced",MG,3393,"Gekko & Co",retail,1990,2520.83,3502,"United States",Won,2017-07-24,2017-11-02,101,3260,1
BUQ655AB,"Gladys Colclough","Melvin Marxen",Central,"GTX Pro",GTX,4821,Condax,medical,2017,4.54,9,"United States",Won,2017-07-24,2017-09-27,65,4868,1
CBPVAIQ7,"Boris Faz","Rocco Neubert",East,"GTX Basic",GTX,550,Opentech,finance,1994,355.23,853,"United States",Lost,2017-07-25,2017-08-03,9,0,0
EVU2E5ZZ,"Donn Cantrell","Rocco Neubert",East,"MG Advanced",MG,3393,"Gekko & Co",retail,1990,2520.83,3502,"United States",Lost,2017-07-25,2017-08-02,8,0,0
IVANA47K,"Marty Freudenburg","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Cancity,retail,2001,718.62,2448,"United States",Won,2017-07-25,2017-07-27,2,1031,1
CEWDZ3ZD,"Kary Hendrixson","Summer Sewald",West,"MG Special",MG,55,Scotfind,software,1996,6354.87,16780,"United States",Won,2017-07-26,2017-08-10,15,53,1
4SJGBWQL,"Zane Levy","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Hottechi,technolgy,1997,8170.38,16499,Korea,Lost,2017-07-26,2017-07-27,1,0,0
5BT0Y4MB,"Zane Levy","Summer Sewald",West,"GTX Basic",GTX,550,Green-Plus,services,2003,692.19,1922,"United States",Lost,2017-07-28,2017-07-30,2,0,0
5SCMRQ9N,"Cecily Lampkin","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Finhigh,finance,2006,1102.43,1759,"United States",Won,2017-07-29,2017-09-05,38,610,1
BC53PQMQ,"Donn Cantrell","Rocco Neubert",East,"GTX Plus Pro",GTX,5482,Sumace,retail,2000,167.89,493,Romania,Won,2017-07-29,2017-07-31,2,5480,1
09GK47AY,"Garret Kinder","Cara Losch",East,"GTX Plus Basic",GTX,1096,Ontomedia,employment,1997,882.12,2769,"United States",Lost,2017-07-29,2017-08-02,4,0,0
S5NZI5UN,"James Ascencio","Summer Sewald",West,"GTX Pro",GTX,4821,Cheers,entertainment,1993,4269.9,6472,"United States",Won,2017-07-30,2017-09-10,42,5031,1
D9VTKEEH,"Anna Snelling","Dustin Brinkmann",Central,"GTX Plus Basic",GTX,1096,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Lost,2017-08-01,2017-08-11,10,0,0
U8H8VGI0,"James Ascencio","Summer Sewald",West,"GTX Pro",GTX,4821,Lexiqvolax,medical,2004,1618.89,3889,"United States",Lost,2017-08-02,2017-11-02,92,0,0
EGW6AN01,"Daniell Hammack","Rocco Neubert",East,"MG Advanced",MG,3393,Donquadtech,technolgy,1992,1712.68,3194,"United States",Lost,2017-08-06,2017-11-08,94,0,0
IQAFSIV4,"Garret Kinder","Cara Losch",East,"GTX Basic",GTX,550,Kan-code,software,1982,11698.03,34288,"United States",Won,2017-08-06,2017-08-27,21,422,1
4335LVQT,"Corliss Cosme","Cara Losch",East,"GTX Plus Pro",GTX,5482,Zotware,software,1979,4478.47,13809,"United States",Won,2017-08-07,2017-11-19,104,4648,1
AOVU3VUJ,"Markita Hansen","Celia Rouche",West,"GTX Basic",GTX,550,Konex,technolgy,1980,7708.38,13756,"United States",Lost,2017-08-07,2017-11-17,102,0,0
7DA7E2K7,"Maureen Marcano","Summer Sewald",West,"MG Advanced",MG,3393,J-Texon,retail,1989,1388.67,3583,"United States",Won,2017-08-08,2017-11-06,90,3415,1
YDUL6H8V,"Markita Hansen","Celia Rouche",West,"GTX Plus Basic",GTX,1096,Goodsilron,marketing,2000,2952.73,5107,"United States",Won,2017-08-09,2017-12-08,121,1017,1
FW7QS11M,"Maureen Marcano","Summer Sewald",West,"MG Special",MG,55,Golddex,finance,2008,52.5,165,"United States",Lost,2017-08-10,2017-11-07,89,0,0
52FDATJV,"James Ascencio","Summer Sewald",West,"GTX Pro",GTX,4821,Cheers,entertainment,1993,4269.9,6472,"United States",Lost,2017-08-11,2017-08-24,13,0,0
XE0H6MOP,"Maureen Marcano","Summer Sewald",West,"GTX Basic",GTX,550,Hottechi,technolgy,1997,8170.38,16499,Korea,Won,2017-08-12,2017-09-22,41,559,1
OF5AZQID,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Dontechi,software,1982,4618,10083,"United States",Won,2017-08-13,2017-11-05,84,4810,1
ZW2GDFKC,"Kary Hendrixson","Summer Sewald",West,"MG Special",MG,55,J-Texon,retail,1989,1388.67,3583,"United States",Lost,2017-08-13,2017-08-24,11,0,0
HY9VGF58,"Kary Hendrixson","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Plexzap,retail,2001,2437.85,4874,"United States",Won,2017-08-14,2017-08-24,10,1094,1
84OTUTQX,"Corliss Cosme","Cara Losch",East,"GTX Plus Basic",GTX,1096,"Gekko & Co",retail,1990,2520.83,3502,"United States",Lost,2017-08-17,2017-11-05,80,0,0
SKU6MLKY,"Rosie Papadopoulos","Cara Losch",East,"MG Special",MG,55,Xx-zobam,entertainment,1989,3838.39,8274,"United States",Lost,2017-08-19,2017-11-11,84,0,0
W3W3KPBH,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Finhigh,finance,2006,1102.43,1759,"United States",Won,2017-08-20,2017-09-03,14,4310,1
IYU5CGUM,"Darcel Schlecht","Melvin Marxen",Central,"GTX Basic",GTX,550,Funholding,finance,1991,2819.5,7227,"United States",Won,2017-08-21,2017-11-12,83,509,1
YVJ3V0ZI,"James Ascencio","Summer Sewald",West,"GTX Basic",GTX,550,Green-Plus,services,2003,692.19,1922,"United States",Won,2017-08-22,2017-12-20,120,476,1
2UZXS1I2,"Rosie Papadopoulos","Cara Losch",East,"GTX Pro",GTX,4821,"Umbrella Corporation",finance,1998,2022.14,5113,"United States",Won,2017-08-22,2017-09-01,10,4787,1
IAW2UHNH,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Dontechi,software,1982,4618,10083,"United States",Won,2017-08-23,2017-12-20,119,4744,1
XCB9CPID,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Streethex,retail,1988,1376.8,1165,Belgium,Won,2017-08-24,2017-12-09,107,56,1
ZNU9YDS9,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Stanredtax,finance,1987,1698.2,3798,"United States",Won,2017-08-25,2017-11-03,70,67,1
08O63ECM,"Donn Cantrell","Rocco Neubert",East,"MG Advanced",MG,3393,"Gekko & Co",retail,1990,2520.83,3502,"United States",Won,2017-08-26,2017-12-01,97,3281,1
UNSJB0L7,"Vicki Laflamme","Celia Rouche",West,"GTX Pro",GTX,4821,Singletechno,retail,1996,2214.94,5374,"United States",Won,2017-08-27,2017-08-28,1,3754,1
XP1PQSPC,"Markita Hansen","Celia Rouche",West,"GTX Plus Basic",GTX,1096,Kan-code,software,1982,11698.03,34288,"United States",Won,2017-08-28,2017-09-27,30,1081,1
5CIT07UC,"Maureen Marcano","Summer Sewald",West,"GTX Basic",GTX,550,Hottechi,technolgy,1997,8170.38,16499,Korea,Won,2017-08-28,2017-09-14,17,653,1
VIZ9ZLVT,"Moses Frase","Dustin Brinkmann",Central,"GTX Plus Basic",GTX,1096,Rundofase,technolgy,1983,1008.06,1238,"United States",Lost,2017-08-28,2017-11-30,94,0,0
9ZY0QQ8Q,"Moses Frase","Dustin Brinkmann",Central,"MG Advanced",MG,3393,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Lost,2017-08-28,2017-11-27,91,0,0
OFP1MLFY,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Statholdings,employment,1997,291.27,586,"United States",Won,2017-08-30,2017-12-09,101,3932,1
XXXM7BMA,"Marty Freudenburg","Melvin Marxen",Central,"MG Advanced",MG,3393,Dontechi,software,1982,4618,10083,"United States",Won,2017-08-30,2017-11-14,76,3703,1
A30VAQHM,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Inity,marketing,1986,2403.58,8801,"United States",Won,2017-09-03,2017-11-21,79,58,1
YUVNXSSD,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Konmatfix,marketing,1985,375.43,1190,"United States",Lost,2017-09-05,2017-09-15,10,0,0
ID2VJE8V,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Streethex,retail,1988,1376.8,1165,Belgium,Lost,2017-09-06,2017-09-13,7,0,0
WA5NRVIG,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Konmatfix,marketing,1985,375.43,1190,"United States",Won,2017-09-07,2017-12-12,96,54,1
6CV2KEKP,"Donn Cantrell","Rocco Neubert",East,"MG Advanced",MG,3393,Ontomedia,employment,1997,882.12,2769,"United States",Lost,2017-09-08,2017-09-16,8,0,0
MDHD11QD,"Corliss Cosme","Cara Losch",East,"GTX Pro",GTX,4821,Donquadtech,technolgy,1992,1712.68,3194,"United States",Won,2017-09-10,2017-09-15,5,5027,1
R7LGVRHC,"Kami Bicknell","Summer Sewald",West,"GTX Pro",GTX,4821,J-Texon,retail,1989,1388.67,3583,"United States",Won,2017-09-10,2017-11-12,63,4467,1
X56STCJP,"Versie Hillebrand","Dustin Brinkmann",Central,"GTX Plus Pro",GTX,5482,Inity,marketing,1986,2403.58,8801,"United States",Lost,2017-09-10,2017-09-30,20,0,0
VTO3SNNX,"Cassey Cress","Rocco Neubert",East,"GTX Plus Pro",GTX,5482,Zencorporation,technolgy,2011,40.79,142,China,Won,2017-09-11,2017-09-21,10,5245,1
A0Z6FYRO,"Jonathan Berthelot","Melvin Marxen",Central,"GTX Basic",GTX,550,Conecom,technolgy,2005,1520.66,1806,"United States",Won,2017-09-12,2017-09-19,7,530,1
2MH79C2B,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Konmatfix,marketing,1985,375.43,1190,"United States",Won,2017-09-12,2017-09-26,14,54,1
M3IFAMV2,"Donn Cantrell","Rocco Neubert",East,"MG Advanced",MG,3393,Ontomedia,employment,1997,882.12,2769,"United States",Lost,2017-09-13,2017-11-29,77,0,0
MN4ZHCUZ,"Cassey Cress","Rocco Neubert",East,"GTX Pro",GTX,4821,Kan-code,software,1982,11698.03,34288,"United States",Won,2017-09-14,2017-11-23,70,3822,1
GBRQN296,"Donn Cantrell","Rocco Neubert",East,"MG Advanced",MG,3393,Ontomedia,employment,1997,882.12,2769,"United States",Won,2017-09-14,2017-12-17,94,3331,1
GIZAD3ZN,"James Ascencio","Summer Sewald",West,"GTX Pro",GTX,4821,Lexiqvolax,medical,2004,1618.89,3889,"United States",Won,2017-09-14,2017-12-07,84,5230,1
8EQRW9H5,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Konmatfix,marketing,1985,375.43,1190,"United States",Lost,2017-09-14,2017-11-29,76,0,0
77JIGDNZ,"Daniell Hammack","Rocco Neubert",East,"GTX Plus Basic",GTX,1096,"Bubba Gump",software,2002,987.39,2253,"United States",Lost,2017-09-15,2017-12-07,83,0,0
HQKUH8XA,"Markita Hansen","Celia Rouche",West,"GTX Basic",GTX,550,Hottechi,technolgy,1997,8170.38,16499,Korea,Lost,2017-09-15,2017-12-27,103,0,0
P4PKECH7,"Darcel Schlecht","Melvin Marxen",Central,"GTX Basic",GTX,550,Gogozoom,telecommunications,2007,86.68,187,"United States",Lost,2017-09-18,2017-09-24,6,0,0
524QUXI2,"Donn Cantrell","Rocco Neubert",East,"GTX Plus Pro",GTX,5482,Xx-zobam,entertainment,1989,3838.39,8274,"United States",Lost,2017-09-18,2017-11-26,69,0,0
PXSDIDXO,"Lajuana Vencill","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Ron-tech,medical,1992,3922.42,6837,"United States",Lost,2017-09-18,2017-11-11,54,0,0
6ZSAKAHX,"Rosalina Dieter","Celia Rouche",West,"GTX Plus Basic",GTX,1096,Plexzap,retail,2001,2437.85,4874,"United States",Won,2017-09-20,2017-12-22,93,920,1
DHJ8KOUV,"Gladys Colclough","Melvin Marxen",Central,"GTX Plus Pro",GTX,5482,Condax,medical,2017,4.54,9,"United States",Won,2017-09-21,2017-12-05,75,5138,1
V7T9ZP6C,"Markita Hansen","Celia Rouche",West,"GTX Basic",GTX,550,J-Texon,retail,1989,1388.67,3583,"United States",Won,2017-09-21,2017-10-01,10,566,1
W5EGDYPK,"Rosalina Dieter","Celia Rouche",West,"MG Special",MG,55,Newex,services,1991,1012.72,3492,Germany,Won,2017-09-22,2017-10-01,9,55,1
389D515R,"Versie Hillebrand","Dustin Brinkmann",Central,"GTX Plus Pro",GTX,5482,Inity,marketing,1986,2403.58,8801,"United States",Won,2017-09-22,2017-10-01,9,5775,1
VG1WQW88,"Maureen Marcano","Summer Sewald",West,"MG Special",MG,55,Golddex,finance,2008,52.5,165,"United States",Lost,2017-09-23,2017-11-06,44,0,0
I83GQQHA,"Markita Hansen","Celia Rouche",West,"MG Advanced",MG,3393,Kan-code,software,1982,11698.03,34288,"United States",Lost,2017-09-24,2017-10-05,11,0,0
HEG2JK9Y,"Daniell Hammack","Rocco Neubert",East,"GTX Plus Basic",GTX,1096,Kinnamplus,retail,2004,702.72,1831,"United States",Lost,2017-09-25,2017-10-03,8,0,0
K79T6VNV,"Markita Hansen","Celia Rouche",West,"MG Special",MG,55,Plexzap,retail,2001,2437.85,4874,"United States",Lost,2017-09-26,2017-10-03,7,0,0
NDMEB0VG,"Garret Kinder","Cara Losch",East,"MG Advanced",MG,3393,Kan-code,software,1982,11698.03,34288,"United States",Lost,2017-09-27,2017-10-05,8,0,0
IVX52FRZ,"Marty Freudenburg","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Gogozoom,telecommunications,2007,86.68,187,"United States",Lost,2017-09-28,2017-11-03,36,0,0
LEPH90QI,"Gladys Colclough","Melvin Marxen",Central,"GTX Plus Pro",GTX,5482,Isdom,medical,2002,3178.24,4540,"United States",Won,2017-09-29,2017-10-09,10,5689,1
J8G6HTCM,"James Ascencio","Summer Sewald",West,"MG Special",MG,55,Lexiqvolax,medical,2004,1618.89,3889,"United States",Lost,2017-09-29,2017-10-11,12,0,0
9YVTJF6C,"Zane Levy","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Rantouch,telecommunications,1994,1188.42,3015,"United States",Won,2017-09-30,2017-10-08,8,1108,1
MGHWZSN2,"Boris Faz","Rocco Neubert",East,"MG Advanced",MG,3393,"The New York Inquirer",medical,1996,439.21,792,"United States",Lost,2017-10-01,2017-10-06,5,0,0
9ZVX7NVU,"Hayden Neloms","Celia Rouche",West,"GTX Plus Basic",GTX,1096,Xx-holding,finance,1993,7537.24,20293,"United States",Lost,2017-10-01,2017-10-08,7,0,0
FZGGKS2D,"Zane Levy","Summer Sewald",West,"GTX Plus Pro",GTX,5482,Doncon,technolgy,2010,587.72,1501,"United States",Won,2017-10-01,2017-12-23,83,4910,1
OFKWBRP7,"Jonathan Berthelot","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Dontechi,software,1982,4618,10083,"United States",Lost,2017-10-02,2017-10-10,8,0,0
T91ZAQRH,"Lajuana Vencill","Dustin Brinkmann",Central,"GTX Plus Basic",GTX,1096,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Won,2017-10-02,2017-12-18,77,1127,1
I4T9W7NQ,"Maureen Marcano","Summer Sewald",West,"GTX Basic",GTX,550,Hottechi,technolgy,1997,8170.38,16499,Korea,Lost,2017-10-02,2017-12-15,74,0,0
LV7HHGM4,"Gladys Colclough","Melvin Marxen",Central,"GTX Plus Pro",GTX,5482,Funholding,finance,1991,2819.5,7227,"United States",Lost,2017-10-03,2017-10-05,2,0,0
G7QR0SCP,"Kami Bicknell","Summer Sewald",West,"MG Special",MG,55,Doncon,technolgy,2010,587.72,1501,"United States",Won,2017-10-03,2017-10-15,12,64,1
8T9ANK4E,"Marty Freudenburg","Melvin Marxen",Central,"GTX Basic",GTX,550,Warephase,services,1997,2041.73,5276,"United States",Won,2017-10-05,2017-12-24,80,550,1
9AOPLD0O,"Rosie Papadopoulos","Cara Losch",East,"MG Advanced",MG,3393,"Umbrella Corporation",finance,1998,2022.14,5113,"United States",Won,2017-10-05,2017-10-11,6,3002,1
13WLN2MJ,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Finhigh,finance,2006,1102.43,1759,"United States",Won,2017-10-06,2017-10-08,2,4461,1
M4NNI01I,"Donn Cantrell","Rocco Neubert",East,"GTX Plus Basic",GTX,1096,Yearin,retail,2005,2261.05,3851,"United States",Lost,2017-10-06,2017-10-16,10,0,0
FBDZ4LCK,"Cassey Cress","Rocco Neubert",East,"GTX Basic",GTX,550,Zotware,software,1979,4478.47,13809,"United States",Lost,2017-10-07,2017-10-08,1,0,0
00X8VEYH,"Jonathan Berthelot","Melvin Marxen",Central,"GTX Pro",GTX,4821,Rundofase,technolgy,1983,1008.06,1238,"United States",Won,2017-10-07,2017-12-22,76,4404,1
4OUTIJAR,"Maureen Marcano","Summer Sewald",West,"MG Special",MG,55,Hatfan,services,1982,792.46,1299,"United States",Won,2017-10-07,2017-12-14,68,59,1
V9UM2K16,"Corliss Cosme","Cara Losch",East,"GTX Plus Pro",GTX,5482,Kinnamplus,retail,2004,702.72,1831,"United States",Won,2017-10-09,2017-10-15,6,5711,1
94GJ7WZV,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Statholdings,employment,1997,291.27,586,"United States",Lost,2017-10-09,2017-10-10,1,0,0
B24YQ6LA,"Garret Kinder","Cara Losch",East,"GTX Basic",GTX,550,Zotware,software,1979,4478.47,13809,"United States",Won,2017-10-09,2017-10-10,1,552,1
ZXOHD0KE,"Maureen Marcano","Summer Sewald",West,"GTX Basic",GTX,550,Sunnamplex,marketing,2008,894.37,1593,Poland,Lost,2017-10-09,2017-10-19,10,0,0
0UOIGVEO,"Donn Cantrell","Rocco Neubert",East,"MG Advanced",MG,3393,"Gekko & Co",retail,1990,2520.83,3502,"United States",Won,2017-10-11,2017-10-20,9,3024,1
CFGYG1EC,"James Ascencio","Summer Sewald",West,"GTX Basic",GTX,550,Green-Plus,services,2003,692.19,1922,"United States",Lost,2017-10-11,2017-10-13,2,0,0
II1GOQWL,"Zane Levy","Summer Sewald",West,"GTX Basic",GTX,550,Fasehatice,retail,1990,4968.91,7523,"United States",Lost,2017-10-11,2017-10-20,9,0,0
UYZQCWAC,"Jonathan Berthelot","Melvin Marxen",Central,"MG Advanced",MG,3393,Conecom,technolgy,2005,1520.66,1806,"United States",Won,2017-10-12,2017-12-06,55,3203,1
C48I5WD9,"Moses Frase","Dustin Brinkmann",Central,"MG Advanced",MG,3393,Warephase,services,1997,2041.73,5276,"United States",Won,2017-10-12,2017-10-13,1,3090,1
JALBPRSF,"Violet Mclelland","Cara Losch",East,"GTX Plus Basic",GTX,1096,"Umbrella Corporation",finance,1998,2022.14,5113,"United States",Lost,2017-10-13,2017-10-21,8,0,0
KG9R5M1Y,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Dontechi,software,1982,4618,10083,"United States",Won,2017-10-14,2017-10-18,4,4810,1
ICD9OMSF,"Jonathan Berthelot","Melvin Marxen",Central,"GTX Basic",GTX,550,Conecom,technolgy,2005,1520.66,1806,"United States",Won,2017-10-14,2017-10-22,8,472,1
14P6935C,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Dontechi,software,1982,4618,10083,"United States",Won,2017-10-15,2017-10-16,1,4885,1
R5ILWVDD,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,Stanredtax,finance,1987,1698.2,3798,"United States",Won,2017-10-16,2017-12-13,58,57,1
VPD4G16I,"Corliss Cosme","Cara Losch",East,"GTX Pro",GTX,4821,Zencorporation,technolgy,2011,40.79,142,China,Won,2017-10-16,2017-10-17,1,4247,1
3Y1LN6CQ,"Reed Clapper","Rocco Neubert",East,"MG Special",MG,55,"Gekko & Co",retail,1990,2520.83,3502,"United States",Won,2017-10-18,2017-10-19,1,54,1
IKDFG91F,"Corliss Cosme","Cara Losch",East,"MG Advanced",MG,3393,Kan-code,software,1982,11698.03,34288,"United States",Lost,2017-10-19,2017-12-26,68,0,0
LM3GZYXD,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Finhigh,finance,2006,1102.43,1759,"United States",Lost,2017-10-19,2017-10-28,9,0,0
O1DTVNH2,"Gladys Colclough","Melvin Marxen",Central,"MG Special",MG,55,Hottechi,technolgy,1997,8170.38,16499,Korea,Lost,2017-10-19,2017-10-20,1,0,0
MV4DK68W,"Lajuana Vencill","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Ron-tech,medical,1992,3922.42,6837,"United States",Won,2017-10-19,2017-10-26,7,451,1
CZC1J6FQ,"Gladys Colclough","Melvin Marxen",Central,"GTX Plus Pro",GTX,5482,Cancity,retail,2001,718.62,2448,"United States",Lost,2017-10-20,2017-10-24,4,0,0
09AILR04,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Statholdings,employment,1997,291.27,586,"United States",Won,2017-10-21,2017-10-29,8,4732,1
PZNZD22T,"Kami Bicknell","Summer Sewald",West,"GTX Basic",GTX,550,Doncon,technolgy,2010,587.72,1501,"United States",Lost,2017-10-21,2017-12-14,54,0,0
U9QMLC5Z,"James Ascencio","Summer Sewald",West,"GTX Pro",GTX,4821,Cheers,entertainment,1993,4269.9,6472,"United States",Won,2017-10-22,2017-11-01,10,4991,1
G6MUC5R6,"Versie Hillebrand","Dustin Brinkmann",Central,"GTX Plus Pro",GTX,5482,Finhigh,finance,2006,1102.43,1759,"United States",Lost,2017-10-23,2017-11-06,14,0,0
